K_stored,L,contact_enrichment_gen,contact_enrichment_stored,contact_mi_corr,contact_mi_gen_mean,contact_mi_stored_mean,evodiff_pearson,evodiff_spearman,evodiff_top50,family,hmm_pearson,hmm_spearman,hmm_top50,msat_pearson,msat_spearman,msat_top50,n_contacts,n_pairs,noncontact_mi_gen_mean,noncontact_mi_stored_mean,pfam_id,potts_pearson,potts_spearman,potts_top50,sa_gen_pearson,sa_gen_spearman,sa_gen_top100,sa_gen_top50,sa_ret_pearson,sa_ret_spearman
68,71,,,,,,0.8546230896255339,0.8634097541748914,0.26,RRM,0.4884333779789281,0.44734908062840256,0.06,0.5960709801342163,0.6167289816293496,0.16,,2485,,,PF00076,0.6542408801442722,0.6067707467888469,0.38,0.5280840930159127,0.45614233396695775,0.46,0.42,0.3364988980070479,0.1709846073772611
55,48,1.0087793814817725,0.956129804992121,0.49188964542778324,0.22558972276440062,0.40381359225569147,0.8770414880535035,0.868756423384562,0.54,SH3,0.4561807195628853,0.5198357075041686,0.06,0.7246274536801114,0.7241456769983332,0.26,100,1128,0.223626421104124,0.42234180981213015,PF00018,0.7493382946022492,0.7420698180316743,0.38,0.6594423931470249,0.5810612173328448,0.57,0.56,0.6384973793801678,0.5189837544064788
420,31,,,,,,0.8285647982126785,0.8852357411907364,0.36,WW,0.28694720464927,0.33363095380179214,0.04,0.5824063538995593,0.6849674411721178,0.38,,465,,,PF00397,0.8819847902975416,0.9111447149192952,0.54,0.7062402360643578,0.7833819885709921,0.57,0.22,0.491183707720899,0.4569594494598194
99,53,0.9943670512393736,0.8907198428194452,0.7100412642286829,0.21865845103741055,0.2968582603669983,0.8683165459568518,0.8627819809248227,0.3,Kunitz,0.321764729563281,0.3629554887040929,0.08,0.5028126723182048,0.5200553757374436,0.16,112,1378,0.21989712024837896,0.33327904700914296,PF00014,0.8938206719928053,0.8923860674650829,0.36,0.8043340219063245,0.8041016699247543,0.62,0.4,0.6925821285682017,0.6578163127231562
151,23,,,,,,0.967199561125412,0.9254791767629836,0.64,zf-C2H2,0.7171196949889588,0.7493297527532379,0.46,0.9181638136619557,0.909576273321566,0.6,,253,,,PF00096,0.9594519051051698,0.9314458222366473,0.6,0.923730422574007,0.9112139144662253,0.87,0.62,0.8713850722060942,0.9060320029166314
44,83,,,,,,0.8122066802752619,0.813763433649127,0.16,PDZ,0.07246058256824003,0.0593488824142084,0.0,0.004695190175135398,-0.009204725179972936,0.02,,3403,,,PF00595,0.9408959230594937,0.9457487172951363,0.34,0.5906229028042305,0.5742155114937868,0.42,0.36,0.4401098917908112,0.34628317420142196
37,262,,,,,,0.5853264016884965,0.5896423750480798,0.02,Pkinase,0.22757645815170016,0.14275111591431672,0.02,0.04709143578283762,0.051362208543750155,0.0,,34191,,,PF00069,0.9445434229136646,0.9526655069479286,0.14,0.045122902386375285,-0.04915682765494995,0.11,0.1,-0.09367871195730361,-0.21756295738806142
45,36,1.040406244365674,0.8839508976562025,0.8615056930247718,0.2439170660388721,0.4107239802857747,0.9458012351800628,0.9386308547490612,0.4,Defensin_beta,0.8329942875491418,0.8206297175999796,0.18,0.878387419684994,0.8808731356507995,0.38,68,630,0.23444406198041037,0.4646456962426421,PF00711,0.23271666371610905,0.16166567025148176,0.24,0.847556566579388,0.8648411812577004,0.7,0.54,0.7471487545023012,0.7982984995942952
