Method,N,Charge_mean,Charge_std,HydroRatio_mean,HydroRatio_std,MeanHydro_mean,MeanHydro_std,Cys_mean,Cys_std,AMP_pass_rate
HMM emit,150,3.283333333333333,2.9935146156174,0.2848148148148148,0.06956080234404274,-0.3046481481481481,0.4071333573960256,6.033333333333333,0.5954713509094413,0.24666666666666667
Stored,45,5.2,1.8811263550427344,0.2833333333333334,0.06449536476615,-0.2707407407407407,0.35492793011821744,6.022222222222222,0.14907119849998599,0.4222222222222222
EvoDiff,150,4.866666666666666,2.184959774687451,0.2998148148148147,0.07045658141288764,-0.20538888888888887,0.35367336424871476,6.013333333333334,0.4332903093423882,0.5266666666666666
SA generation,150,6.056666666666667,1.6308031811533712,0.29240740740740745,0.05255670826991362,-0.2966481481481481,0.30034681403793356,6.006666666666667,0.08164965809277257,0.5133333333333333
MSA Transformer,114,4.5,1.7320508075688772,0.2409844054580897,0.059530329482593375,-0.5360136452241715,0.3347574726997424,5.973684210526316,0.33815026025355677,0.15789473684210525
